ano,país,valor_fob_usd
2019,Letônia,18767722
2019,Libéria,2388337
2019,Liechtenstein,13160768
2019,Lituânia,24176928
2019,Luxemburgo,33224331
2019,Líbano,9720969
2019,Líbia,166737993
2019,Macau,2783235
2019,Macedônia,7704405
2019,Madagascar,3221444
2019,Malavi,1463617
2019,Maldivas,314
2019,Mali,57748
2019,Malta,13770478
2019,Malásia,1385671239
2019,"Marianas do Norte, Ilhas",51959
2019,Marrocos,967254368
2019,"Marshall, Ilhas",281269
2019,Martinica,34501
2019,Mauritânia,2397
2019,Maurício,819543
2019,Mianmar,14275268
2019,Micronésia,127
2019,Moldávia,4949647
2019,Mongólia,1041144
2019,Montenegro,57879
2019,Montserrat,532
2019,Moçambique,112019961
2019,México,5106480181
2019,Mônaco,5002783
2019,Namíbia,197117
2019,Nepal,134547
2019,Nicarágua,4135749
2019,Nigéria,917664608
2019,Noruega,615246283
2019,Nova Caledônia,109847
2019,Nova Zelândia,70025915
2019,Níger,2589541
2019,Omã,89342564
2019,"Pacífico, Ilhas do (EUA)",42183
2019,Palau,28195
2019,Palestina,490449
2019,Panamá,13485890
2019,Papua Nova Guiné,237225
2019,Paquistão,79431557
2019,Paraguai,2803303811
2019,Países Baixos (Holanda),2173812490
2019,Peru,1536565312
2019,Polinésia Francesa,19506
2019,Polônia,661417567
2019,Porto Rico,332418449
2019,Portugal,879515203
2019,Quirguistão,2340
2019,Quênia,1310080
2019,Reino Unido,2542422437
2019,República Centro-Africana,4501
2019,República Dominicana,23535130
2019,Romênia,325245405
2019,Ruanda,2087
2019,Rússia,3715806864
2019,"Salomão, Ilhas",580
2019,Samoa,1864556
2019,Samoa Americana,2
2019,San Marino,8482452
2019,Santa Helena,23
2019,Santa Lúcia,307
2019,Seicheles,169485
2019,Senegal,4763314
2019,Serra Leoa,51064
2019,Singapura,1674346064
2019,Sint Maarten,4185
2019,Somália,42642
2019,Sri Lanka,61285115
2019,Suazilândia,117951
2019,Sudão,506529
2019,Sudão do Sul,113
2019,Suriname,979498
2019,Suécia,1351949029
2019,Suíça,2589493692
2019,São Cristóvão e Névis,519183
2019,"São Martinho, Ilha de (parte francesa)",180
2019,São Pedro e Miquelon,186
2019,São Tomé e Príncipe,9375
2019,São Vicente e Granadinas,29608
2019,Sérvia,25355750
2019,Síria,2464046
2019,Tadjiquistão,702456
2019,Tailândia,1679198652
2019,Taiwan (Formosa),2216117859
2019,Tanzânia,30802
2019,"Tcheca, República",521868236
2019,Território Britânico do Oceano Índico,18356
2019,Timor Leste,61
2019,Togo,20207639
2019,Tonga,22090
2019,Toquelau,700692
2019,Trinidad e Tobago,252026480
2019,Tunísia,62515406
2019,"Turcas e Caicos, Ilhas",15165
2019,Turcomenistão,23352530
2019,Turquia,793737973
2019,Tuvalu,4
2019,Ucrânia,106685707
2019,Uganda,34476
2019,Uruguai,1113482343
2019,Uzbequistão,7482446
2019,Vanuatu,129723
2019,Vaticano,18914
2019,Venezuela,80859267
2019,Vietnã,2544010487
2019,"Virgens, Ilhas (Americanas)",92584
2019,"Virgens, Ilhas (Britânicas)",1604675
2019,"Wallis e Futuna, Ilhas",139
2019,Zimbábue,372959
2019,Zâmbia,24003419
2019,África do Sul,751990917
2019,Áustria,963198001
2019,Índia,4536993946
2020,Afeganistão,218701
2020,"Aland, Ilhas",14351
2020,Albânia,1084033
2020,Alemanha,9369072621
2020,Andorra,26813
2020,Angola,185149982
2020,Anguilla,204888
2020,Antártica,7
2020,Antígua e Barbuda,50454
2020,Argentina,7897095769
2020,Argélia,770125707
2020,Armênia,78264
2020,Aruba,78
2020,Arábia Saudita,1527534925
2020,Austrália,573977420
2020,Azerbaijão,672397
2020,Bahamas,2853900
2020,Bancos Centrais,20
2020,Bangladesh,127768510
2020,Barbados,846002
2020,Barein,111158448
2020,Belarus,541841547
2020,Belize,258802
2020,Bermudas,1006
2020,Bolívia,1078728258
2020,"Bonaire, Saint Eustatius e Saba",16367
2020,Botsuana,2183
2020,"Bouvet, Ilha",15499
2020,Brasil,248953694
2020,Brunei,114267
2020,Bulgária,54593682
2020,Burkina Faso,55060
2020,Burundi,5
2020,Butão,383284
2020,Bélgica,1411216287
2020,Bósnia-Herzegovina,2560789
2020,Cabo Verde,20843
2020,Camarões,3140307
2020,Camboja,37227583
2020,Canadá,1923435028
2020,Catar,503258526
2020,"Cayman, Ilhas",2172191
2020,Cazaquistão,78951948
2020,Chade,59
2020,Chile,2895554015
2020,China,34778441387
2020,Chipre,2918992
2020,"Christmas (Navidad), Ilha",42047
2020,"Cocos (Keeling), Ilhas",292184
2020,Colômbia,1314654363
2020,Comores,104663
2020,Congo,24886
2020,"Congo, República Democrática",3423846
2020,Coreia do Norte,15713
2020,Coreia do Sul,4496903760
2020,Costa Rica,42248151
2020,Costa do Marfim,82287541
2020,Coveite (Kuweit),3572574
2020,Croácia,12275899
2020,Cuba,3052129
2020,Curaçao,73313
2020,Dinamarca,1177363010
2020,Djibuti,7031
2020,Dominica,14826
2020,Egito,212188566
2020,El Salvador,5297154
2020,Emirados Árabes Unidos,733993857
2020,Equador,87201909
2020,Eritreia,83
2020,Eslováquia,150860797
2020,Eslovênia,80378059
2020,Espanha,2632578938
2020,Estados Unidos,27875749399
2020,Estônia,39865948
2020,Etiópia,98012
2020,Falkland (Malvinas),17925
2020,"Faroe, Ilhas",10259
2020,Fiji,65041
2020,Filipinas,266045084
2020,Finlândia,499939106
2020,França,4151451965
2020,Gabão,2071
2020,Gana,64650753
2020,Geórgia,1690461
2020,"Geórgia do Sul e Sandwich do Sul, Ilhas",1582
2020,Gibraltar,1020
2020,Granada,61807
2020,Grécia,61663332
2020,Guadalupe,452
2020,Guatemala,48547341
2020,Guiana,16999761
2020,Guiana Francesa,950
2020,Guiné,11978235
2020,Guiné Equatorial,4046370
2020,Guiné-Bissau,606215
2020,Gâmbia,6667
2020,Haiti,1109619
2020,"Heard e ilhas mcdonald, Ilha",863
2020,Honduras,10774506
2020,Hong Kong,590324128
2020,Hungria,334626994
2020,Ilha de Man,217321
2020,Indonésia,1139670526
2020,Iraque,101694718
2020,Irlanda,573584888
2020,Irã,116040077
2020,Islândia,8389483
2020,Israel,1024838293
2020,Itália,4076513896
2020,Iêmen,32056
2020,Jamaica,891715
2020,Japão,4191338382
2020,Jersey,1864
2020,Jordânia,54289529
2020,Kiribati,542
2020,Laos,1255954
2020,Lesoto,71
2020,Letônia,18927893
2020,Libéria,363011
2020,Liechtenstein,8072907
2020,Lituânia,32773234
2020,Luxemburgo,39595841
2020,Líbano,2978719
2020,Líbia,24311311
2020,Macau,2658856
2020,Macedônia,4371955
2020,Madagascar,2722231
2020,Malavi,575855
2020,Maldivas,298
2020,Mali,321211
2020,Malta,12616895
2020,Malásia,1170277857
2020,Marrocos,1126300384
2020,"Marshall, Ilhas",204406
2020,Maurício,669361
2020,Mianmar,11839378
2020,Micronésia,14310
2020,Moldávia,2361724
2020,Mongólia,248064
2020,Montenegro,61004
2020,Montserrat,1357
2020,Moçambique,38842272
2020,México,3862357510
2020,Mônaco,5101025
2020,Namíbia,11240577
2020,Nauru,1954
2020,Nepal,140527
2020,Nicarágua,1573624
2020,Nigéria,426515385
2020,Niue,83
2020,Noruega,627876606
2020,Nova Caledônia,367396
2020,Nova Zelândia,57707745
2020,Níger,20719
2020,Omã,156326099
2020,"Pacífico, Ilhas do (EUA)",628033
2020,Palau,322
2020,Palestina,780444
2020,Panamá,124277339
2020,Papua Nova Guiné,100788
2020,Paquistão,65891539
2020,Paraguai,2971508865
2020,Países Baixos (Holanda),1385096580
2020,Peru,730269814
2020,Pitcairn,159276
2020,Polinésia Francesa,70598
2020,Polônia,618561667
2020,Porto Rico,331369330
2020,Portugal,805808570
2020,Quirguistão,10343
2020,Quênia,1099693
2020,Reino Unido,2331422210
2020,República Centro-Africana,2391
2020,República Dominicana,24979632
2020,Reunião,393
2020,Romênia,239956054
2020,Ruanda,543964
2020,Rússia,2747251333
2020,Saara Ocidental,9851
2020,"Salomão, Ilhas",1580
2020,Samoa,1820938
2020,Samoa Americana,71606
2020,San Marino,6717839
2020,Santa Helena,4991
2020,Santa Lúcia,62
2020,Seicheles,128821
2020,Senegal,664013
2020,Serra Leoa,84490
2020,Singapura,823562920
2020,Sint Maarten,12554
2020,Somália,5092
2020,Sri Lanka,49713056
2020,Suazilândia,1204612
2020,Sudão,760364
2020,Suriname,2608842
2020,Suécia,1236850614
2020,Suíça,1917121733
2020,Svalbard e Jan Mayen,2800
2020,São Cristóvão e Névis,71850
2020,São Pedro e Miquelon,5
2020,São Tomé e Príncipe,5930
2020,Sérvia,30378700
2020,Síria,485699
2020,Tadjiquistão,552265
2020,Tailândia,1478243567
2020,Taiwan (Formosa),2056041816
2020,Tanzânia,1175749
2020,"Tcheca, República",446884509
2020,Terras Austrais Francesas,8118
2020,Território Britânico do Oceano Índico,100438
2020,Timor Leste,82522
2020,Togo,29431007
2020,Tonga,51581
2020,Toquelau,732197
2020,Trinidad e Tobago,181499104
2020,Tunísia,46282157
2020,"Turcas e Caicos, Ilhas",1762
2020,Turcomenistão,43172522
2020,Turquia,717574412
2020,Tuvalu,2070
2020,Ucrânia,71500724
2020,Uganda,39278
2020,Uruguai,1111744644
2020,Uzbequistão,1600947
2020,Vanuatu,662
2020,Vaticano,79
2020,Venezuela,76034284
2020,Vietnã,2347648827
2020,"Virgens, Ilhas (Americanas)",74665
2020,"Virgens, Ilhas (Britânicas)",1865809
2020,"Wallis e Futuna, Ilhas",789
2020,Zimbábue,62259
2020,Zâmbia,577893
2020,África do Sul,612238450
2020,Áustria,851982979
2020,Índia,4167453691
2021,Afeganistão,621595
2021,"Aland, Ilhas",100466
2021,Albânia,3648480
2021,Alemanha,11346499464
2021,Andorra,87019
2021,Angola,169473452
2021,Anguilla,587585
2021,Antártica,2935
2021,Antígua e Barbuda,2450
2021,Argentina,11948896309
2021,Argélia,1139928300
2021,Armênia,272774
2021,Aruba,57517
2021,Arábia Saudita,2880884422
2021,Austrália,1155466452
2021,Azerbaijão,48517317
2021,Bahamas,7610
2021,Bangladesh,117838848
2021,Barbados,437341
2021,Barein,277488236
2021,Belarus,535258427
2021,Belize,158220
2021,Benin,61089
2021,Bermudas,609906
2021,Bolívia,1350197003
2021,"Bonaire, Saint Eustatius e Saba",23641606
2021,Botsuana,10320
2021,"Bouvet, Ilha",180
2021,Brasil,345539077
2021,Brunei,79161
2021,Bulgária,77337023
2021,Burkina Faso,683
2021,Burundi,4290
2021,Butão,398372
2021,Bélgica,2464032754
2021,Bósnia-Herzegovina,5720034
2021,Cabo Verde,29709
2021,Camarões,3717910
2021,Camboja,43824073
2021,Canadá,2574731874
2021,Catar,789274984
2021,"Cayman, Ilhas",2600690
2021,Cazaquistão,140399976
2021,Chade,36836
2021,Chile,4421396376
2021,China,47650945510
2021,Chipre,3459319
2021,"Christmas (Navidad), Ilha",149630
2021,"Cocos (Keeling), Ilhas",177113
2021,Colômbia,2013243940
2021,Comores,199521
2021,Congo,7401
2021,"Congo, República Democrática",23745732
2021,Coreia do Norte,79395
2021,Coreia do Sul,5108169016
2021,Costa Rica,71636350
2021,Costa do Marfim,84261235
2021,Coveite (Kuweit),50550488
2021,Croácia,25614308
2021,Cuba,2348150
2021,Curaçao,18534925
2021,Dinamarca,940491036
2021,Djibuti,2970
2021,Dominica,25452
2021,Egito,541969908
2021,El Salvador,6448954
2021,Emirados Árabes Unidos,977815774
2021,Equador,118790875
2021,Eritreia,5582
2021,Eslováquia,268336687
2021,Eslovênia,103267737
2021,Espanha,3316796941
2021,Estados Unidos,39385250785
2021,Estônia,53873022
2021,Etiópia,334619
2021,Falkland (Malvinas),2046
2021,"Faroe, Ilhas",3460
2021,Fiji,3169
2021,Filipinas,300490863
2021,Finlândia,638695852
2021,França,4812982109
2021,Gabão,30748
2021,Gana,119154645
2021,Geórgia,8546710
2021,"Geórgia do Sul e Sandwich do Sul, Ilhas",2915
2021,Gibraltar,204
2021,Granada,49144
2021,Grécia,95334319
2021,Guadalupe,40393
2021,Guam,2418
2021,Guatemala,64312249
2021,Guernsey,19177
2021,Guiana,6859946
2021,Guiana Francesa,90
2021,Guiné,1838771
2021,Guiné-Bissau,468897
2021,Gâmbia,846
2021,Haiti,973522
2021,Honduras,21293789
2021,Hong Kong,681348934
2021,Hungria,456497194
2021,Ilha de Man,240557
2021,Indonésia,1768893056
2021,Iraque,304699214
2021,Irlanda,587743113
2021,Irã,65274193
2021,Islândia,12467005
2021,Israel,1140434799
2021,Itália,5478897569
2021,Iêmen,17287
2021,Jamaica,155968
2021,Japão,5145678654
2021,Jersey,132163
2021,Jordânia,130526467
2021,Kiribati,1087
2021,Laos,1783351
2021,Lesoto,4702
2021,Letônia,38633588
2021,Libéria,482
2021,Liechtenstein,11043809
2021,Lituânia,73731209
2021,Luxemburgo,65185364
2021,Líbano,20317330
2021,Líbia,21054919
2021,Macau,8537072
2021,Macedônia,13136622
2021,Madagascar,3627640
2021,Malavi,2108139
2021,Maldivas,5143
2021,Mali,487543
2021,Malta,13277057
2021,Malásia,1738827028
2021,Marrocos,1917952180
2021,"Marshall, Ilhas",122995
2021,Maurício,581363
2021,Mianmar,7500750
2021,Micronésia,1350
2021,Moldávia,3464257
2021,Mongólia,911064
2021,Montenegro,9663
2021,Montserrat,854
2021,Moçambique,2021780
2021,México,4561248426
2021,Mônaco,6281312
2021,Namíbia,109373
2021,Nepal,245610
2021,Nicarágua,4032970
2021,Nigéria,1014267413
2021,Niue,447
2021,"Norfolk, Ilha",650
2021,Noruega,621666932
2021,Nova Caledônia,609753
2021,Nova Zelândia,66275466
2021,Níger,46459
2021,Omã,692641110
2021,Organizações Internacionais,461
2021,"Pacífico, Ilhas do (EUA)",168296
2021,Palau,2382
2021,Palestina,325953
2021,Panamá,120093654
2021,Papua Nova Guiné,71528
2021,Paquistão,95683954
2021,Paraguai,3598376735
2021,Países Baixos (Holanda),2101740064
2021,Peru,1181494767
2021,Pitcairn,40059
2021,Polinésia Francesa,27638
2021,Polônia,886415695
2021,Porto Rico,307214031
2021,Portugal,857374236
2021,Quirguistão,25156
2021,Quênia,736816
2021,Reino Unido,2544501801
2021,República Centro-Africana,55841
2021,República Dominicana,27646229
2021,Reunião,16457
2021,Romênia,305380310
2021,Ruanda,9547
2021,Rússia,5698759353
2021,"Salomão, Ilhas",700
2021,Samoa,4531907
2021,Samoa Americana,14320
2021,San Marino,11219422
2021,Santa Helena,1681
2021,Santa Lúcia,357
2021,Seicheles,909664
2021,Senegal,15997937
2021,Serra Leoa,371096
2021,Singapura,842712416
2021,Somália,4962
2021,Sri Lanka,66809071
2021,Suazilândia,57001
2021,Sudão,210515
2021,Sudão do Sul,93
2021,Suriname,1294904
2021,Suécia,1689658465
2021,Suíça,2229229500
2021,São Cristóvão e Névis,33859
2021,"São Martinho, Ilha de (parte francesa)",347
2021,São Tomé e Príncipe,27730
2021,Sérvia,38795756
2021,Síria,59306
2021,Tadjiquistão,2194147
2021,Tailândia,2057796029
2021,Taiwan (Formosa),2709408172
2021,Tanzânia,649928
2021,"Tcheca, República",606836400
2021,Timor Leste,26
2021,Togo,280348740
2021,Tonga,4432
2021,Toquelau,1091950
2021,Trinidad e Tobago,617050097
2021,Tunísia,79710792
2021,"Turcas e Caicos, Ilhas",1162
2021,Turcomenistão,102467722
2021,Turquia,1274166155
2021,Tuvalu,60
2021,Ucrânia,211429917
2021,Uganda,30310
2021,Uruguai,1815388909
2021,Uzbequistão,4534409
2021,Vanuatu,690
2021,Vaticano,17
2021,Venezuela,162529913
2021,Vietnã,2773614326
2021,"Virgens, Ilhas (Americanas)",210316
2021,"Virgens, Ilhas (Britânicas)",1150984
2021,Zimbábue,501951
2021,Zâmbia,1611070
2021,África do Sul,1003072173
2021,Áustria,953446860
2021,Índia,6728421314
2022,Afeganistão,303499
2022,"Aland, Ilhas",1224682
2022,Albânia,1746145
2022,Alemanha,12807743944
2022,Andorra,12090
2022,Angola,766717993
2022,Anguilla,200653
2022,Antígua e Barbuda,218
2022,Argentina,13099925718
2022,Argélia,1182453815
2022,Armênia,283807
2022,Aruba,2811
2022,Arábia Saudita,5306342358
2022,Austrália,2667614777
2022,Azerbaijão,3829966
2022,Bahamas,40878313
2022,Bancos Centrais,4614
2022,Bangladesh,160014704
2022,Barbados,438263
2022,Barein,242659048
2022,Belarus,372942181
2022,Belize,113875
2022,Benin,866
2022,Bermudas,739475
2022,Bolívia,1807926142
2022,"Bonaire, Saint Eustatius e Saba",25017
2022,Botsuana,13124
2022,Brasil,305187885
2022,Brunei,20462286
2022,Bulgária,162867827
2022,Burkina Faso,89143
2022,Burundi,174
2022,Butão,510305
2022,Bélgica,3528391407
2022,Bósnia-Herzegovina,4662666
2022,Cabo Verde,8685
2022,Camarões,1496411
2022,Camboja,65447382
2022,Canadá,5164748559
2022,Catar,1208595393
2022,"Cayman, Ilhas",4769427
2022,Cazaquistão,163041647
2022,Chade,71328
2022,Chile,4621318682
2022,China,60743964876
2022,Chipre,2653125
2022,"Christmas (Navidad), Ilha",8251
2022,"Cocos (Keeling), Ilhas",45596
2022,Colômbia,2366689224
2022,Comores,142568
2022,Congo,449870836
2022,"Congo, República Democrática",9381891
2022,Coreia do Norte,1249
2022,Coreia do Sul,5462676098
2022,Costa Rica,125434539
2022,Costa do Marfim,105654583
2022,Coveite (Kuweit),331431518
2022,Croácia,17605697
2022,Cuba,2669867
2022,Curaçao,163314
2022,Dinamarca,1055065295
2022,Djibuti,2523
2022,Dominica,7285
2022,Egito,640115488
2022,El Salvador,7218459
2022,Emirados Árabes Unidos,2514142085
2022,Equador,109765620
2022,Eritreia,33633
2022,Eslováquia,317161410
2022,Eslovênia,110366847
2022,Espanha,3770808430
2022,Estados Unidos,51304351542
2022,Estônia,53144046
2022,Etiópia,389442
2022,Falkland (Malvinas),211
2022,"Faroe, Ilhas",958
2022,Fiji,86983
2022,Filipinas,314260244
2022,Finlândia,1141789538
2022,França,4961309670
2022,Gabão,3735
2022,Gana,8645679
2022,Geórgia,2094181
2022,"Geórgia do Sul e Sandwich do Sul, Ilhas",6518
2022,Gibraltar,53727458
2022,Granada,489
2022,Groenlândia,285
2022,Grécia,54526612
2022,Guam,211
2022,Guatemala,69096238
2022,Guernsey,18049
2022,Guiana,567804353
2022,Guiana Francesa,1327
2022,Guiné,1548
2022,Guiné Equatorial,428
2022,Guiné-Bissau,362260
2022,Gâmbia,6281
2022,Haiti,550281
2022,Honduras,29255868
2022,Hong Kong,818288161
2022,Hungria,487733076
2022,Ilha de Man,31723
2022,Indonésia,1863770710
2022,Iraque,602371
2022,Irlanda,779263865
2022,Irã,139172710
2022,Islândia,16818772
2022,Israel,2118584273
2022,Itália,5568526403
2022,Iêmen,924
2022,Jamaica,68650
2022,Japão,5299808048
2022,Jersey,4134
2022,Jordânia,181416872
2022,Kiribati,9044
2022,Laos,3299744
2022,Lesoto,6076
2022,Letônia,54030558
2022,Libéria,485592
2022,Liechtenstein,15475278
2022,Lituânia,72314203
2022,Luxemburgo,51724719
2022,Líbano,29901855
2022,Macau,9896020
2022,Macedônia,19098349
2022,Madagascar,3804217
2022,Malavi,2076670
2022,Maldivas,1983
2022,Mali,929960
2022,Malta,19165379
2022,Malásia,1519740958
2022,"Marianas do Norte, Ilhas",72
2022,Marrocos,2064255164
2022,"Marshall, Ilhas",57292
2022,Martinica,481
2022,Maurício,518221
2022,Mayotte,10050
2022,Mianmar,11755560
2022,Micronésia,12629
2022,Moldávia,3612144
2022,Mongólia,777944
2022,Montenegro,15230
2022,Montserrat,7399
2022,Moçambique,2717170
2022,México,5283467560
2022,Mônaco,5146158
2022,Namíbia,58325
2022,Nauru,23823
2022,Nepal,466497
2022,Nicarágua,5899236
2022,Nigéria,2105900817
2022,Niue,406833
2022,"Norfolk, Ilha",2501
2022,Noruega,1009130643
2022,Nova Caledônia,31439
2022,Nova Zelândia,72302656
2022,Níger,71114
2022,Omã,1160105747
2022,"Pacífico, Ilhas do (EUA)",393163
2022,Palau,0
2022,Palestina,286644
2022,Panamá,14080934
2022,Papua Nova Guiné,99139
2022,Paquistão,108116136
2022,Paraguai,3636167344
2022,Países Baixos (Holanda),2752651957
2022,Peru,1437031704
2022,Pitcairn,92
2022,Polinésia Francesa,38129
2022,Polônia,927113085
2022,Porto Rico,388602814
2022,Portugal,989988297
2022,Quirguistão,16139
2022,Quênia,1263147
2022,Reino Unido,2785178273
2022,República Centro-Africana,59033
2022,República Dominicana,29085354
2022,Reunião,20917
2022,Romênia,346100718
2022,Ruanda,33484
2022,Rússia,7853002061
2022,"Salomão, Ilhas",27871
2022,Samoa,1942558
2022,Samoa Americana,25715
2022,San Marino,13541310
2022,Santa Lúcia,333
2022,Seicheles,781879
2022,Senegal,2349306
2022,Serra Leoa,382573
2022,Singapura,996474608
2022,Sint Maarten,0
2022,Somália,72617
2022,Sri Lanka,77021873
2022,Suazilândia,59106
2022,Sudão,55892
2022,Sudão do Sul,373
2022,Suriname,38877
2022,Suécia,2178691354
2022,Suíça,2460019045
2022,São Cristóvão e Névis,42477
2022,"São Martinho, Ilha de (parte francesa)",19
2022,São Tomé e Príncipe,3199
2022,Sérvia,67378968
2022,Síria,3112873
2022,Tadjiquistão,7760939
2022,Tailândia,2177959860
2022,Taiwan (Formosa),2806377365
2022,Tanzânia,2037427
2022,"Tcheca, República",671895523
2022,Território Britânico do Oceano Índico,71141
2022,Timor Leste,236
2022,Togo,128313669
2022,Tonga,2374
2022,Toquelau,1526563
2022,Trinidad e Tobago,632283243
2022,Tunísia,129411133
2022,Turcomenistão,28227200
2022,Turquia,1334100194
2022,Tuvalu,172
2022,Ucrânia,50952715
2022,Uganda,11892
2022,Uruguai,1836155690
2022,Uzbequistão,448518
2022,Vanuatu,26266
2022,Vaticano,6
2022,Venezuela,360846897
2022,Vietnã,2983563219
2022,"Virgens, Ilhas (Americanas)",27657
2022,"Virgens, Ilhas (Britânicas)",22999794
2022,Zimbábue,217229
2022,Zâmbia,3404347
2022,África do Sul,907881966
2022,Áustria,1379501542
2022,Índia,8850184730
2023,Afeganistão,298651
2023,"Aland, Ilhas",137098
2023,Albânia,3639262
2023,Alemanha,13147236762
2023,Andorra,467441
2023,Angola,708191795
2023,Anguilla,746853
2023,Antártica,1397
2023,Antígua e Barbuda,38218
2023,Argentina,11997506946
2023,Argélia,1824741950
2023,Armênia,196123
2023,Aruba,14702
2023,Arábia Saudita,3531822499
2023,Austrália,2000222338
2023,Azerbaijão,364808
2023,Bahamas,15356
2023,Bancos Centrais,50
2023,Bangladesh,203793655
2023,Barbados,540342
2023,Barein,215032058
2023,Belarus,372410887
2023,Belize,435519
2023,Benin,109448
2023,Bermudas,758712
2023,Bolívia,1520465471
2023,"Bonaire, Saint Eustatius e Saba",5908
2023,Botsuana,34923
2023,"Bouvet, Ilha",10311
2023,Brasil,354828432
2023,Brunei,15511846
2023,Bulgária,82436693
2023,Burkina Faso,1972
2023,Burundi,4642
2023,Butão,587615
2023,Bélgica,3116414227
2023,Bósnia-Herzegovina,7779922
2023,Cabo Verde,58411
2023,Camarões,5198346
2023,Camboja,75673066
2023,Canadá,3376162168
2023,Catar,698550898
2023,"Cayman, Ilhas",1070402
2023,Cazaquistão,71548759
2023,Chade,27508
2023,Chile,4313317855
2023,China,53175757148
2023,Chipre,2131879
2023,"Christmas (Navidad), Ilha",63482
2023,"Cocos (Keeling), Ilhas",178234
2023,Colômbia,2288494404
2023,Comores,66796
2023,Congo,221914684
2023,"Congo, República Democrática",8587611
2023,"Cook, Ilhas",146
2023,Coreia do Norte,5225
2023,Coreia do Sul,4826870549
2023,Costa Rica,138028980
2023,Costa do Marfim,149227792
2023,Coveite (Kuweit),400458328
2023,Croácia,22395662
2023,Cuba,2181520
2023,Curaçao,237363
2023,Dinamarca,1255446830
2023,Djibuti,3185
2023,Dominica,8999
2023,Egito,488970023
2023,El Salvador,7122355
2023,Emirados Árabes Unidos,1202418411
2023,Equador,104168896
2023,Eritreia,84395
2023,Eslováquia,447649650
2023,Eslovênia,115536240
2023,Espanha,3983542967
2023,Estados Unidos,37958896968
2023,Estônia,61653395
2023,Etiópia,190813
2023,Falkland (Malvinas),49
2023,"Faroe, Ilhas",168
2023,Fiji,28200
2023,Filipinas,309914258
2023,Finlândia,821009223
2023,França,5504503922
2023,Gabão,474557232
2023,Gana,430604261
2023,Geórgia,1344862
2023,Gibraltar,107906
2023,Granada,1007
2023,Groenlândia,31392
2023,Grécia,58506000
2023,Guadalupe,38
2023,Guam,45
2023,Guatemala,67231712
2023,Guernsey,11163
2023,Guiana,986374844
2023,Guiana Francesa,556
2023,Guiné,18312
2023,Guiné Equatorial,53188
2023,Guiné-Bissau,431996
2023,Gâmbia,29594
2023,Haiti,793613
2023,"Heard e ilhas mcdonald, Ilha",4280
2023,Honduras,22218250
2023,Hong Kong,743780097
2023,Hungria,543783655
2023,Ilha de Man,27659
2023,Indonésia,1465401335
2023,Iraque,2394003
2023,Irlanda,959167406
2023,Irã,3795129
2023,Islândia,13583768
2023,Israel,1351954692
2023,Itália,5852861741
2023,Iêmen,1968
2023,Jamaica,146536
2023,Japão,5128511630
2023,Jersey,118
2023,Jordânia,128588272
2023,Kiribati,8
2023,Laos,2816579
2023,Lesoto,7722
2023,Letônia,26680772
2023,Libéria,123119
2023,Liechtenstein,12643355
2023,Lituânia,105710904
2023,Luxemburgo,46842211
2023,Líbano,12592085
2023,Líbia,82253
2023,Macau,2702057
2023,Macedônia,23422526
2023,Madagascar,4864369
2023,Malavi,1408039
2023,Maldivas,268324
2023,Mali,113
2023,Malta,92066835
2023,Malásia,1468662963
2023,Marrocos,1412083665
2023,"Marshall, Ilhas",142670
2023,Martinica,4590
2023,Mauritânia,1050269
2023,Maurício,923479
2023,Mianmar,12820763
2023,Micronésia,4813
2023,Moldávia,2781291
2023,Mongólia,2623614
2023,Montenegro,52130
2023,Montserrat,20207
2023,Moçambique,2191288
2023,México,5541362812
2023,Mônaco,4764556
2023,Namíbia,3361900
2023,Nauru,1576
2023,Nepal,193957
2023,Nicarágua,4850525
2023,Nigéria,757189818
2023,Niue,12669
2023,"Norfolk, Ilha",1816
2023,Noruega,684828319
2023,Nova Caledônia,47568
2023,Nova Zelândia,86540495
2023,Níger,18040
2023,Omã,675244836
2023,"Pacífico, Ilhas do (EUA)",266404
2023,Palau,7881
2023,Palestina,194885
2023,Panamá,13827490
2023,Papua Nova Guiné,113349
2023,Paquistão,131693687
2023,Paraguai,2952385666
2023,Países Baixos (Holanda),2818286819
2023,Peru,1580625755
2023,Pitcairn,5611
2023,Polinésia Francesa,52864
2023,Polônia,849852556
2023,Porto Rico,454399233
2023,Portugal,1062812145
2023,Quirguistão,169447
2023,Quênia,1704881
2023,Reino Unido,2829168878
2023,República Centro-Africana,68002
2023,República Dominicana,32262958
2023,Reunião,6409
2023,Romênia,353418907
2023,Ruanda,3077
2023,Rússia,10012627611
2023,"Salomão, Ilhas",11770
2023,Samoa,936122
2023,Samoa Americana,367005
2023,San Marino,14850418
2023,Santa Helena,26154
2023,Santa Lúcia,3761
2023,Seicheles,476832
2023,Senegal,4488232
2023,Serra Leoa,349244
2023,Singapura,937696013
2023,Sint Maarten,695
2023,Somália,48118
2023,Sri Lanka,75911902
2023,Suazilândia,166355
2023,Sudão,33204
2023,Suriname,48216
2023,Suécia,2087253306
2023,Suíça,2750033840
2023,Svalbard e Jan Mayen,273
2023,São Cristóvão e Névis,20461
2023,São Tomé e Príncipe,242
2023,São Vicente e Granadinas,3172
2023,Sérvia,41909479
2023,Síria,3002148
2023,Tadjiquistão,747007
2023,Tailândia,1970567094
2023,Taiwan (Formosa),2414676213
2023,Tanzânia,1601939
2023,"Tcheca, República",698241725
2023,Terras Austrais Francesas,407
